Time,Date,Hour,Day_of_Week,Road_Name,Vehicle_Count,Traffic_Density,Congestion_Level,Avg_Speed_kmh,Pollution_Index
2024-04-05 04:00:00,2024-04-05,4,Friday,Old Airport Road,25,0.09,Low,52.8,44.6
2024-04-05 04:00:00,2024-04-05,4,Friday,Whitefield Road,39,0.09,Low,55.3,77.9
2024-04-05 04:00:00,2024-04-05,4,Friday,Electronic City Road,44,0.11,Low,51.3,89.1
2024-04-05 05:00:00,2024-04-05,5,Friday,MG Road,1,0.09,Low,53.4,22.9
2024-04-05 05:00:00,2024-04-05,5,Friday,Brigade Road,5,0.05,Low,61.8,51.3
2024-04-05 05:00:00,2024-04-05,5,Friday,Outer Ring Road,18,0.13,Low,49.2,56.0
2024-04-05 05:00:00,2024-04-05,5,Friday,Hosur Road,22,0.13,Low,53.4,64.6
2024-04-05 05:00:00,2024-04-05,5,Friday,Bannerghatta Road,50,0.13,Low,52.8,69.5
2024-04-05 05:00:00,2024-04-05,5,Friday,Old Airport Road,12,0.11,Low,57.7,45.1
2024-04-05 05:00:00,2024-04-05,5,Friday,Whitefield Road,19,0.15,Low,46.1,45.3
2024-04-05 05:00:00,2024-04-05,5,Friday,Electronic City Road,49,0.13,Low,54.2,85.1
2024-04-05 06:00:00,2024-04-05,6,Friday,MG Road,123,0.27,Low,40.8,147.4
2024-04-05 06:00:00,2024-04-05,6,Friday,Brigade Road,60,0.21,Low,52.2,71.0
2024-04-05 06:00:00,2024-04-05,6,Friday,Outer Ring Road,64,0.3,Low,40.8,88.3
2024-04-05 06:00:00,2024-04-05,6,Friday,Hosur Road,77,0.2,Low,48.8,91.8
2024-04-05 06:00:00,2024-04-05,6,Friday,Bannerghatta Road,55,0.24,Low,41.0,101.1
2024-04-05 06:00:00,2024-04-05,6,Friday,Old Airport Road,84,0.16,Low,51.6,113.7
2024-04-05 06:00:00,2024-04-05,6,Friday,Whitefield Road,88,0.31,Low,40.0,121.8
2024-04-05 06:00:00,2024-04-05,6,Friday,Electronic City Road,67,0.26,Low,44.6,105.1
2024-04-05 07:00:00,2024-04-05,7,Friday,MG Road,72,0.23,Low,45.2,91.6
2024-04-05 07:00:00,2024-04-05,7,Friday,Brigade Road,120,0.19,Low,46.9,127.7
2024-04-05 07:00:00,2024-04-05,7,Friday,Outer Ring Road,146,0.3,Low,41.7,159.3
2024-04-05 07:00:00,2024-04-05,7,Friday,Hosur Road,86,0.35,Moderate,35.1,102.6
2024-04-05 07:00:00,2024-04-05,7,Friday,Bannerghatta Road,64,0.33,Low,44.4,81.0
2024-04-05 07:00:00,2024-04-05,7,Friday,Old Airport Road,39,0.29,Low,41.4,83.0
2024-04-05 07:00:00,2024-04-05,7,Friday,Whitefield Road,61,0.23,Low,48.4,69.8
2024-04-05 07:00:00,2024-04-05,7,Friday,Electronic City Road,88,0.31,Low,41.5,110.7
2024-04-05 08:00:00,2024-04-05,8,Friday,MG Road,405,0.67,High,16.7,364.6
2024-04-05 08:00:00,2024-04-05,8,Friday,Brigade Road,262,0.71,High,17.7,254.7
2024-04-05 08:00:00,2024-04-05,8,Friday,Outer Ring Road,322,0.88,Critical,10.8,294.6
2024-04-05 08:00:00,2024-04-05,8,Friday,Hosur Road,229,0.72,High,18.3,240.8
2024-04-05 08:00:00,2024-04-05,8,Friday,Bannerghatta Road,219,0.66,High,15.8,198.1
2024-04-05 08:00:00,2024-04-05,8,Friday,Old Airport Road,220,0.93,Critical,5.0,228.9
2024-04-05 08:00:00,2024-04-05,8,Friday,Whitefield Road,286,0.79,High,13.9,266.1
2024-04-05 08:00:00,2024-04-05,8,Friday,Electronic City Road,213,0.79,High,12.9,216.1
2024-04-05 09:00:00,2024-04-05,9,Friday,MG Road,447,0.67,High,15.3,411.5
2024-04-05 09:00:00,2024-04-05,9,Friday,Brigade Road,331,0.97,Critical,5.0,312.2
2024-04-05 09:00:00,2024-04-05,9,Friday,Outer Ring Road,472,0.68,High,18.0,430.5
2024-04-05 09:00:00,2024-04-05,9,Friday,Hosur Road,212,0.82,High,8.0,219.5
2024-04-05 09:00:00,2024-04-05,9,Friday,Bannerghatta Road,329,0.75,High,11.4,310.3
2024-04-05 09:00:00,2024-04-05,9,Friday,Old Airport Road,317,0.78,High,13.7,295.8
2024-04-05 09:00:00,2024-04-05,9,Friday,Whitefield Road,250,0.66,High,21.4,241.5
2024-04-05 09:00:00,2024-04-05,9,Friday,Electronic City Road,242,0.76,High,11.5,249.8
2024-04-05 10:00:00,2024-04-05,10,Friday,MG Road,399,0.7,High,15.2,372.6
2024-04-05 10:00:00,2024-04-05,10,Friday,Brigade Road,294,0.69,High,22.1,289.3
2024-04-05 10:00:00,2024-04-05,10,Friday,Outer Ring Road,455,0.81,High,7.1,410.9
2024-04-05 10:00:00,2024-04-05,10,Friday,Hosur Road,276,0.68,High,19.1,254.0
2024-04-05 10:00:00,2024-04-05,10,Friday,Bannerghatta Road,209,0.88,Critical,5.0,212.0
2024-04-05 10:00:00,2024-04-05,10,Friday,Old Airport Road,221,0.76,High,12.7,223.2
2024-04-05 10:00:00,2024-04-05,10,Friday,Whitefield Road,386,0.7,High,16.6,341.5
2024-04-05 10:00:00,2024-04-05,10,Friday,Electronic City Road,346,0.71,High,14.9,305.7
2024-04-05 11:00:00,2024-04-05,11,Friday,MG Road,224,0.54,Moderate,31.0,204.6
2024-04-05 11:00:00,2024-04-05,11,Friday,Brigade Road,221,0.45,Moderate,32.6,211.1
2024-04-05 11:00:00,2024-04-05,11,Friday,Outer Ring Road,159,0.5,Moderate,26.8,171.5
2024-04-05 11:00:00,2024-04-05,11,Friday,Hosur Road,120,0.61,Moderate,27.3,123.9
2024-04-05 11:00:00,2024-04-05,11,Friday,Bannerghatta Road,165,0.62,Moderate,25.1,187.7
2024-04-05 11:00:00,2024-04-05,11,Friday,Old Airport Road,144,0.54,Moderate,28.4,166.0
2024-04-05 11:00:00,2024-04-05,11,Friday,Whitefield Road,130,0.62,Moderate,20.4,159.8
2024-04-05 11:00:00,2024-04-05,11,Friday,Electronic City Road,172,0.49,Moderate,29.3,166.5
2024-04-05 12:00:00,2024-04-05,12,Friday,MG Road,230,0.53,Moderate,24.5,224.0
2024-04-05 12:00:00,2024-04-05,12,Friday,Brigade Road,119,0.47,Moderate,26.9,124.8
2024-04-05 12:00:00,2024-04-05,12,Friday,Outer Ring Road,227,0.56,Moderate,22.8,208.0
2024-04-05 12:00:00,2024-04-05,12,Friday,Hosur Road,161,0.63,Moderate,24.6,168.1
2024-04-05 12:00:00,2024-04-05,12,Friday,Bannerghatta Road,130,0.36,Moderate,35.7,134.6
2024-04-05 12:00:00,2024-04-05,12,Friday,Old Airport Road,99,0.36,Moderate,38.6,130.9
2024-04-05 12:00:00,2024-04-05,12,Friday,Whitefield Road,152,0.49,Moderate,34.4,143.2
2024-04-05 12:00:00,2024-04-05,12,Friday,Electronic City Road,201,0.45,Moderate,34.3,191.7
2024-04-05 13:00:00,2024-04-05,13,Friday,MG Road,233,0.43,Moderate,34.9,221.5
2024-04-05 13:00:00,2024-04-05,13,Friday,Brigade Road,170,0.46,Moderate,36.4,159.1
2024-04-05 13:00:00,2024-04-05,13,Friday,Outer Ring Road,153,0.46,Moderate,32.6,156.5
2024-04-05 13:00:00,2024-04-05,13,Friday,Hosur Road,141,0.5,Moderate,33.9,133.1
2024-04-05 13:00:00,2024-04-05,13,Friday,Bannerghatta Road,94,0.48,Moderate,27.0,120.9
2024-04-05 13:00:00,2024-04-05,13,Friday,Old Airport Road,96,0.4,Moderate,34.6,125.5
2024-04-05 13:00:00,2024-04-05,13,Friday,Whitefield Road,112,0.55,Moderate,30.1,138.4
2024-04-05 13:00:00,2024-04-05,13,Friday,Electronic City Road,174,0.55,Moderate,24.1,165.6
2024-04-05 14:00:00,2024-04-05,14,Friday,MG Road,162,0.36,Moderate,34.7,173.3
2024-04-05 14:00:00,2024-04-05,14,Friday,Brigade Road,112,0.54,Moderate,31.5,115.5
2024-04-05 14:00:00,2024-04-05,14,Friday,Outer Ring Road,136,0.43,Moderate,34.4,145.0
2024-04-05 14:00:00,2024-04-05,14,Friday,Hosur Road,166,0.54,Moderate,32.1,161.5
2024-04-05 14:00:00,2024-04-05,14,Friday,Bannerghatta Road,162,0.65,High,17.7,182.8
2024-04-05 14:00:00,2024-04-05,14,Friday,Old Airport Road,156,0.39,Moderate,39.8,152.1
2024-04-05 14:00:00,2024-04-05,14,Friday,Whitefield Road,183,0.5,Moderate,32.2,180.1
2024-04-05 14:00:00,2024-04-05,14,Friday,Electronic City Road,157,0.53,Moderate,25.5,161.0
2024-04-05 15:00:00,2024-04-05,15,Friday,MG Road,126,0.35,Moderate,42.6,141.0
2024-04-05 15:00:00,2024-04-05,15,Friday,Brigade Road,175,0.6,Moderate,20.0,179.0
2024-04-05 15:00:00,2024-04-05,15,Friday,Outer Ring Road,228,0.53,Moderate,28.2,207.1
2024-04-05 15:00:00,2024-04-05,15,Friday,Hosur Road,164,0.55,Moderate,27.4,151.2
2024-04-05 15:00:00,2024-04-05,15,Friday,Bannerghatta Road,182,0.55,Moderate,27.2,180.4
2024-04-05 15:00:00,2024-04-05,15,Friday,Old Airport Road,83,0.56,Moderate,23.7,118.5
2024-04-05 15:00:00,2024-04-05,15,Friday,Whitefield Road,212,0.46,Moderate,35.4,225.9
2024-04-05 15:00:00,2024-04-05,15,Friday,Electronic City Road,205,0.52,Moderate,25.1,203.1
2024-04-05 16:00:00,2024-04-05,16,Friday,MG Road,133,0.62,Moderate,20.6,161.5
2024-04-05 16:00:00,2024-04-05,16,Friday,Brigade Road,155,0.43,Moderate,36.3,175.6
2024-04-05 16:00:00,2024-04-05,16,Friday,Outer Ring Road,220,0.51,Moderate,24.5,222.2
2024-04-05 16:00:00,2024-04-05,16,Friday,Hosur Road,187,0.59,Moderate,23.2,175.8
2024-04-05 16:00:00,2024-04-05,16,Friday,Bannerghatta Road,161,0.53,Moderate,31.7,165.7
2024-04-05 16:00:00,2024-04-05,16,Friday,Old Airport Road,121,0.53,Moderate,30.7,133.3
2024-04-05 16:00:00,2024-04-05,16,Friday,Whitefield Road,201,0.52,Moderate,27.5,203.0
2024-04-05 16:00:00,2024-04-05,16,Friday,Electronic City Road,142,0.65,High,19.4,161.8
2024-04-05 17:00:00,2024-04-05,17,Friday,MG Road,272,0.95,Critical,5.5,255.5
2024-04-05 17:00:00,2024-04-05,17,Friday,Brigade Road,282,0.69,High,17.6,259.1
2024-04-05 17:00:00,2024-04-05,17,Friday,Outer Ring Road,439,0.86,Critical,5.0,409.8
2024-04-05 17:00:00,2024-04-05,17,Friday,Hosur Road,193,0.93,Critical,5.0,198.4
2024-04-05 17:00:00,2024-04-05,17,Friday,Bannerghatta Road,199,0.67,High,18.5,203.6
2024-04-05 17:00:00,2024-04-05,17,Friday,Old Airport Road,266,0.98,Critical,5.0,253.6
2024-04-05 17:00:00,2024-04-05,17,Friday,Whitefield Road,376,0.67,High,21.2,338.4
2024-04-05 17:00:00,2024-04-05,17,Friday,Electronic City Road,283,0.95,Critical,5.0,247.7
2024-04-05 18:00:00,2024-04-05,18,Friday,MG Road,429,0.83,High,11.4,390.2
2024-04-05 18:00:00,2024-04-05,18,Friday,Brigade Road,330,0.73,High,21.0,287.5
2024-04-05 18:00:00,2024-04-05,18,Friday,Outer Ring Road,351,0.92,Critical,6.5,317.0
2024-04-05 18:00:00,2024-04-05,18,Friday,Hosur Road,246,0.83,High,14.4,238.8
2024-04-05 18:00:00,2024-04-05,18,Friday,Bannerghatta Road,324,0.97,Critical,5.0,311.8
2024-04-05 18:00:00,2024-04-05,18,Friday,Old Airport Road,221,0.86,Critical,7.9,213.0
2024-04-05 18:00:00,2024-04-05,18,Friday,Whitefield Road,211,0.74,High,15.7,211.1
2024-04-05 18:00:00,2024-04-05,18,Friday,Electronic City Road,362,0.75,High,18.0,347.9
2024-04-05 19:00:00,2024-04-05,19,Friday,MG Road,420,0.93,Critical,5.0,373.7
2024-04-05 19:00:00,2024-04-05,19,Friday,Brigade Road,342,0.85,Critical,11.6,332.0
2024-04-05 19:00:00,2024-04-05,19,Friday,Outer Ring Road,423,0.89,Critical,10.2,377.7
2024-04-05 19:00:00,2024-04-05,19,Friday,Hosur Road,280,0.67,High,22.7,252.8
2024-04-05 19:00:00,2024-04-05,19,Friday,Bannerghatta Road,241,0.93,Critical,8.8,233.5
2024-04-05 19:00:00,2024-04-05,19,Friday,Old Airport Road,170,0.9,Critical,5.0,159.7
2024-04-05 19:00:00,2024-04-05,19,Friday,Whitefield Road,302,0.68,High,19.0,275.7
2024-04-05 19:00:00,2024-04-05,19,Friday,Electronic City Road,387,0.74,High,15.6,337.6
2024-04-05 20:00:00,2024-04-05,20,Friday,MG Road,309,0.96,Critical,5.0,300.6
2024-04-05 20:00:00,2024-04-05,20,Friday,Brigade Road,415,0.77,High,10.0,355.1
2024-04-05 20:00:00,2024-04-05,20,Friday,Outer Ring Road,478,0.82,High,13.4,424.1
2024-04-05 20:00:00,2024-04-05,20,Friday,Hosur Road,210,0.95,Critical,5.0,207.7
2024-04-05 20:00:00,2024-04-05,20,Friday,Bannerghatta Road,332,0.95,Critical,5.0,316.2
2024-04-05 20:00:00,2024-04-05,20,Friday,Old Airport Road,291,0.75,High,17.5,257.9
2024-04-05 20:00:00,2024-04-05,20,Friday,Whitefield Road,366,0.93,Critical,8.6,314.1
2024-04-05 20:00:00,2024-04-05,20,Friday,Electronic City Road,316,0.79,High,12.2,277.6
2024-04-05 21:00:00,2024-04-05,21,Friday,MG Road,84,0.24,Low,40.7,95.6
2024-04-05 21:00:00,2024-04-05,21,Friday,Brigade Road,97,0.17,Low,50.9,108.0
2024-04-05 21:00:00,2024-04-05,21,Friday,Outer Ring Road,103,0.2,Low,47.7,126.9
2024-04-05 21:00:00,2024-04-05,21,Friday,Hosur Road,72,0.19,Low,45.7,105.6
2024-04-05 21:00:00,2024-04-05,21,Friday,Bannerghatta Road,65,0.22,Low,44.6,79.2
2024-04-05 21:00:00,2024-04-05,21,Friday,Old Airport Road,42,0.35,Moderate,42.1,82.4
2024-04-05 21:00:00,2024-04-05,21,Friday,Whitefield Road,107,0.2,Low,51.6,113.4
2024-04-05 21:00:00,2024-04-05,21,Friday,Electronic City Road,103,0.34,Low,39.3,102.8
2024-04-05 22:00:00,2024-04-05,22,Friday,MG Road,95,0.25,Low,45.2,124.8
2024-04-05 22:00:00,2024-04-05,22,Friday,Brigade Road,110,0.25,Low,45.6,130.7
2024-04-05 22:00:00,2024-04-05,22,Friday,Outer Ring Road,86,0.17,Low,45.4,121.4
2024-04-05 22:00:00,2024-04-05,22,Friday,Hosur Road,70,0.32,Low,40.3,89.4
2024-04-05 22:00:00,2024-04-05,22,Friday,Bannerghatta Road,70,0.22,Low,51.1,86.3
2024-04-05 22:00:00,2024-04-05,22,Friday,Old Airport Road,39,0.23,Low,49.9,89.7
2024-04-05 22:00:00,2024-04-05,22,Friday,Whitefield Road,69,0.27,Low,45.3,82.2
2024-04-05 22:00:00,2024-04-05,22,Friday,Electronic City Road,106,0.21,Low,49.1,124.3
2024-04-05 23:00:00,2024-04-05,23,Friday,MG Road,105,0.24,Low,44.4,115.5
2024-04-05 23:00:00,2024-04-05,23,Friday,Brigade Road,95,0.34,Low,41.0,133.1
2024-04-05 23:00:00,2024-04-05,23,Friday,Outer Ring Road,100,0.28,Low,42.2,136.3
2024-04-05 23:00:00,2024-04-05,23,Friday,Hosur Road,46,0.18,Low,47.3,82.9
2024-04-05 23:00:00,2024-04-05,23,Friday,Bannerghatta Road,95,0.2,Low,47.0,131.5
2024-04-05 23:00:00,2024-04-05,23,Friday,Old Airport Road,85,0.32,Low,43.3,108.8
2024-04-05 23:00:00,2024-04-05,23,Friday,Whitefield Road,73,0.23,Low,49.7,83.4
2024-04-05 23:00:00,2024-04-05,23,Friday,Electronic City Road,58,0.28,Low,40.3,82.3
2024-04-06 00:00:00,2024-04-06,0,Saturday,MG Road,19,0.03,Low,58.7,36.3
2024-04-06 00:00:00,2024-04-06,0,Saturday,Brigade Road,29,0.09,Low,50.6,67.9
2024-04-06 00:00:00,2024-04-06,0,Saturday,Outer Ring Road,16,0.11,Low,51.5,42.7
2024-04-06 00:00:00,2024-04-06,0,Saturday,Hosur Road,19,0.08,Low,51.5,68.7
2024-04-06 00:00:00,2024-04-06,0,Saturday,Bannerghatta Road,7,0.02,Low,62.4,38.6
2024-04-06 00:00:00,2024-04-06,0,Saturday,Old Airport Road,40,0.08,Low,59.5,73.9
2024-04-06 00:00:00,2024-04-06,0,Saturday,Whitefield Road,21,0.15,Low,47.8,60.7
2024-04-06 00:00:00,2024-04-06,0,Saturday,Electronic City Road,48,0.09,Low,54.9,94.8
2024-04-06 01:00:00,2024-04-06,1,Saturday,MG Road,37,0.09,Low,54.0,64.2
2024-04-06 01:00:00,2024-04-06,1,Saturday,Brigade Road,16,0.04,Low,52.6,65.4
2024-04-06 01:00:00,2024-04-06,1,Saturday,Outer Ring Road,23,0.06,Low,56.8,65.9
2024-04-06 01:00:00,2024-04-06,1,Saturday,Hosur Road,44,0.14,Low,49.6,85.8
2024-04-06 01:00:00,2024-04-06,1,Saturday,Bannerghatta Road,13,0.1,Low,54.5,37.9
2024-04-06 01:00:00,2024-04-06,1,Saturday,Old Airport Road,35,0.08,Low,51.8,77.5
2024-04-06 01:00:00,2024-04-06,1,Saturday,Whitefield Road,30,0.13,Low,49.8,60.9
2024-04-06 01:00:00,2024-04-06,1,Saturday,Electronic City Road,33,0.09,Low,57.7,73.8
2024-04-06 02:00:00,2024-04-06,2,Saturday,MG Road,36,0.1,Low,57.1,65.3
2024-04-06 02:00:00,2024-04-06,2,Saturday,Brigade Road,10,0.04,Low,53.7,46.2
2024-04-06 02:00:00,2024-04-06,2,Saturday,Outer Ring Road,55,0.06,Low,56.3,76.8
2024-04-06 02:00:00,2024-04-06,2,Saturday,Hosur Road,22,0.03,Low,53.4,76.5
2024-04-06 02:00:00,2024-04-06,2,Saturday,Bannerghatta Road,27,0.05,Low,59.3,50.9
2024-04-06 02:00:00,2024-04-06,2,Saturday,Old Airport Road,9,0.02,Low,57.2,39.7
2024-04-06 02:00:00,2024-04-06,2,Saturday,Whitefield Road,45,0.15,Low,53.0,57.3
2024-04-06 02:00:00,2024-04-06,2,Saturday,Electronic City Road,6,0.13,Low,47.8,55.8
2024-04-06 03:00:00,2024-04-06,3,Saturday,MG Road,6,0.09,Low,51.5,58.5
2024-04-06 03:00:00,2024-04-06,3,Saturday,Brigade Road,29,0.13,Low,56.9,71.8
2024-04-06 03:00:00,2024-04-06,3,Saturday,Outer Ring Road,44,0.12,Low,50.3,95.0
2024-04-06 03:00:00,2024-04-06,3,Saturday,Hosur Road,11,0.08,Low,55.4,68.1
2024-04-06 03:00:00,2024-04-06,3,Saturday,Bannerghatta Road,34,0.07,Low,60.2,53.5
2024-04-06 03:00:00,2024-04-06,3,Saturday,Old Airport Road,13,0.12,Low,53.0,40.5
2024-04-06 03:00:00,2024-04-06,3,Saturday,Whitefield Road,18,0.05,Low,60.6,43.1
2024-04-06 03:00:00,2024-04-06,3,Saturday,Electronic City Road,17,0.05,Low,55.2,40.3
2024-04-06 04:00:00,2024-04-06,4,Saturday,MG Road,30,0.1,Low,56.9,44.4
2024-04-06 04:00:00,2024-04-06,4,Saturday,Brigade Road,13,0.1,Low,55.9,36.6
2024-04-06 04:00:00,2024-04-06,4,Saturday,Outer Ring Road,19,0.05,Low,52.9,59.9
2024-04-06 04:00:00,2024-04-06,4,Saturday,Hosur Road,18,0.03,Low,54.7,55.9
2024-04-06 04:00:00,2024-04-06,4,Saturday,Bannerghatta Road,8,0.04,Low,55.8,48.7
2024-04-06 04:00:00,2024-04-06,4,Saturday,Old Airport Road,29,0.12,Low,55.1,44.1
2024-04-06 04:00:00,2024-04-06,4,Saturday,Whitefield Road,27,0.07,Low,53.3,43.2
2024-04-06 04:00:00,2024-04-06,4,Saturday,Electronic City Road,46,0.09,Low,56.6,64.4
2024-04-06 05:00:00,2024-04-06,5,Saturday,MG Road,20,0.09,Low,56.9,47.0
2024-04-06 05:00:00,2024-04-06,5,Saturday,Brigade Road,56,0.04,Low,54.2,76.6
2024-04-06 05:00:00,2024-04-06,5,Saturday,Outer Ring Road,33,0.09,Low,49.6,71.9
2024-04-06 05:00:00,2024-04-06,5,Saturday,Hosur Road,21,0.12,Low,54.0,51.4
2024-04-06 05:00:00,2024-04-06,5,Saturday,Bannerghatta Road,12,0.06,Low,58.0,51.2
2024-04-06 05:00:00,2024-04-06,5,Saturday,Old Airport Road,32,0.04,Low,60.3,51.8
2024-04-06 05:00:00,2024-04-06,5,Saturday,Whitefield Road,36,0.06,Low,54.6,52.7
2024-04-06 05:00:00,2024-04-06,5,Saturday,Electronic City Road,4,0.03,Low,55.0,24.5
2024-04-06 06:00:00,2024-04-06,6,Saturday,MG Road,52,0.25,Low,40.3,87.3
2024-04-06 06:00:00,2024-04-06,6,Saturday,Brigade Road,86,0.28,Low,44.4,112.4
2024-04-06 06:00:00,2024-04-06,6,Saturday,Outer Ring Road,69,0.22,Low,49.0,75.7
2024-04-06 06:00:00,2024-04-06,6,Saturday,Hosur Road,112,0.19,Low,52.9,142.9
2024-04-06 06:00:00,2024-04-06,6,Saturday,Bannerghatta Road,60,0.31,Low,40.0,97.7
2024-04-06 06:00:00,2024-04-06,6,Saturday,Old Airport Road,92,0.23,Low,49.1,95.9
2024-04-06 06:00:00,2024-04-06,6,Saturday,Whitefield Road,81,0.2,Low,50.3,118.2
2024-04-06 06:00:00,2024-04-06,6,Saturday,Electronic City Road,58,0.34,Low,35.6,95.4
2024-04-06 07:00:00,2024-04-06,7,Saturday,MG Road,92,0.23,Low,46.5,103.6
2024-04-06 07:00:00,2024-04-06,7,Saturday,Brigade Road,107,0.34,Low,42.1,122.2
2024-04-06 07:00:00,2024-04-06,7,Saturday,Outer Ring Road,72,0.3,Low,40.6,95.9
2024-04-06 07:00:00,2024-04-06,7,Saturday,Hosur Road,83,0.24,Low,42.3,93.6
2024-04-06 07:00:00,2024-04-06,7,Saturday,Bannerghatta Road,60,0.25,Low,45.3,92.0
2024-04-06 07:00:00,2024-04-06,7,Saturday,Old Airport Road,94,0.22,Low,47.3,135.1
2024-04-06 07:00:00,2024-04-06,7,Saturday,Whitefield Road,118,0.22,Low,46.1,143.4
2024-04-06 07:00:00,2024-04-06,7,Saturday,Electronic City Road,100,0.2,Low,45.1,130.6
2024-04-06 08:00:00,2024-04-06,8,Saturday,MG Road,322,0.78,High,12.7,293.5
2024-04-06 08:00:00,2024-04-06,8,Saturday,Brigade Road,244,0.99,Critical,5.0,220.6
2024-04-06 08:00:00,2024-04-06,8,Saturday,Outer Ring Road,356,0.65,High,18.1,317.4
2024-04-06 08:00:00,2024-04-06,8,Saturday,Hosur Road,281,0.97,Critical,5.0,281.8
2024-04-06 08:00:00,2024-04-06,8,Saturday,Bannerghatta Road,223,0.68,High,17.8,203.9
2024-04-06 08:00:00,2024-04-06,8,Saturday,Old Airport Road,256,0.96,Critical,5.0,257.2
2024-04-06 08:00:00,2024-04-06,8,Saturday,Whitefield Road,241,0.85,Critical,13.2,242.2
2024-04-06 08:00:00,2024-04-06,8,Saturday,Electronic City Road,310,0.93,Critical,5.0,304.0
2024-04-06 09:00:00,2024-04-06,9,Saturday,MG Road,418,0.94,Critical,5.0,366.4
2024-04-06 09:00:00,2024-04-06,9,Saturday,Brigade Road,399,0.78,High,17.4,352.6
2024-04-06 09:00:00,2024-04-06,9,Saturday,Outer Ring Road,400,0.8,High,15.7,349.1
2024-04-06 09:00:00,2024-04-06,9,Saturday,Hosur Road,371,0.95,Critical,5.0,342.1
2024-04-06 09:00:00,2024-04-06,9,Saturday,Bannerghatta Road,184,0.76,High,12.6,189.8
2024-04-06 09:00:00,2024-04-06,9,Saturday,Old Airport Road,246,0.83,High,6.7,243.7
2024-04-06 09:00:00,2024-04-06,9,Saturday,Whitefield Road,331,0.99,Critical,5.0,288.4
2024-04-06 09:00:00,2024-04-06,9,Saturday,Electronic City Road,350,0.75,High,11.5,313.4
2024-04-06 10:00:00,2024-04-06,10,Saturday,MG Road,382,0.85,Critical,9.5,336.1
2024-04-06 10:00:00,2024-04-06,10,Saturday,Brigade Road,346,0.83,High,12.8,316.0
2024-04-06 10:00:00,2024-04-06,10,Saturday,Outer Ring Road,332,0.82,High,11.5,308.0
2024-04-06 10:00:00,2024-04-06,10,Saturday,Hosur Road,337,0.74,High,13.3,306.8
2024-04-06 10:00:00,2024-04-06,10,Saturday,Bannerghatta Road,330,0.68,High,18.4,297.9
2024-04-06 10:00:00,2024-04-06,10,Saturday,Old Airport Road,258,0.77,High,9.0,238.6
2024-04-06 10:00:00,2024-04-06,10,Saturday,Whitefield Road,313,0.87,Critical,9.0,288.0
2024-04-06 10:00:00,2024-04-06,10,Saturday,Electronic City Road,287,0.72,High,13.4,278.7
2024-04-06 11:00:00,2024-04-06,11,Saturday,MG Road,108,0.38,Moderate,34.6,131.2
2024-04-06 11:00:00,2024-04-06,11,Saturday,Brigade Road,121,0.61,Moderate,18.5,144.6
2024-04-06 11:00:00,2024-04-06,11,Saturday,Outer Ring Road,136,0.44,Moderate,28.8,137.2
2024-04-06 11:00:00,2024-04-06,11,Saturday,Hosur Road,169,0.41,Moderate,35.6,165.5
2024-04-06 11:00:00,2024-04-06,11,Saturday,Bannerghatta Road,135,0.54,Moderate,29.6,154.7
2024-04-06 11:00:00,2024-04-06,11,Saturday,Old Airport Road,127,0.52,Moderate,24.2,128.4
2024-04-06 11:00:00,2024-04-06,11,Saturday,Whitefield Road,142,0.41,Moderate,33.1,152.2
2024-04-06 11:00:00,2024-04-06,11,Saturday,Electronic City Road,95,0.37,Moderate,39.4,132.5
2024-04-06 12:00:00,2024-04-06,12,Saturday,MG Road,153,0.61,Moderate,21.3,177.7
2024-04-06 12:00:00,2024-04-06,12,Saturday,Brigade Road,163,0.42,Moderate,34.9,178.8
2024-04-06 12:00:00,2024-04-06,12,Saturday,Outer Ring Road,177,0.5,Moderate,30.3,169.1
2024-04-06 12:00:00,2024-04-06,12,Saturday,Hosur Road,165,0.64,Moderate,25.9,152.9
2024-04-06 12:00:00,2024-04-06,12,Saturday,Bannerghatta Road,110,0.63,Moderate,20.5,123.7
2024-04-06 12:00:00,2024-04-06,12,Saturday,Old Airport Road,96,0.36,Moderate,37.0,108.9
2024-04-06 12:00:00,2024-04-06,12,Saturday,Whitefield Road,156,0.43,Moderate,35.5,179.9
2024-04-06 12:00:00,2024-04-06,12,Saturday,Electronic City Road,97,0.63,Moderate,19.5,111.3
2024-04-06 13:00:00,2024-04-06,13,Saturday,MG Road,161,0.55,Moderate,29.3,169.6
2024-04-06 13:00:00,2024-04-06,13,Saturday,Brigade Road,217,0.53,Moderate,30.1,210.3
2024-04-06 13:00:00,2024-04-06,13,Saturday,Outer Ring Road,213,0.4,Moderate,40.1,203.6
2024-04-06 13:00:00,2024-04-06,13,Saturday,Hosur Road,173,0.39,Moderate,33.0,180.1
2024-04-06 13:00:00,2024-04-06,13,Saturday,Bannerghatta Road,104,0.61,Moderate,25.3,139.1
2024-04-06 13:00:00,2024-04-06,13,Saturday,Old Airport Road,86,0.48,Moderate,32.8,111.4
2024-04-06 13:00:00,2024-04-06,13,Saturday,Whitefield Road,121,0.45,Moderate,33.3,145.6
2024-04-06 13:00:00,2024-04-06,13,Saturday,Electronic City Road,117,0.45,Moderate,35.3,144.2
2024-04-06 14:00:00,2024-04-06,14,Saturday,MG Road,170,0.64,Moderate,21.0,193.4
2024-04-06 14:00:00,2024-04-06,14,Saturday,Brigade Road,199,0.63,Moderate,18.7,186.7
